256	23849	9.375000	27.041667
512	45662	19.531250	24.260000
768	67567	17.968750	19.673913
1024	88679	21.484375	18.400000
1280	108478	26.953125	15.927536
1536	128727	24.609375	15.063492
1792	149729	21.484375	16.400000
2048	169342	27.734375	15.676056
2304	189990	23.046875	16.067797
2560	209355	28.515625	14.589041
2816	228395	30.859375	16.962025
3072	246766	33.593750	15.941860
3328	264879	35.156250	16.811111
3584	283082	34.375000	15.943182
3840	300214	39.843750	16.980392
4096	317817	37.500000	16.697917
4352	335033	38.281250	14.448980
4608	353148	34.765625	15.898876
4864	372452	30.078125	18.233766
5120	389526	39.843750	16.411765
5376	406447	41.015625	17.342857
5632	422630	43.359375	15.162162
5888	440560	37.109375	19.263158
6144	457285	41.015625	15.476190
6400	474795	37.890625	16.597938
6656	492199	39.843750	19.647059
6912	508472	43.359375	15.972973
7168	525069	42.187500	16.638889
7424	541062	44.921875	16.460870
7680	557631	43.750000	19.366071
7936	574300	44.140625	20.964602
8192	590772	42.968750	17.018182
8448	607429	42.968750	18.700000
8704	622579	50.000000	18.359375
8960	638815	45.312500	19.275862
9216	654192	49.218750	18.865079
9472	670685	43.750000	18.687500
9728	686400	46.484375	16.932773
9984	703345	42.578125	20.596330
10240	719782	46.484375	23.000000
10496	735641	46.093750	17.449153
10752	751092	49.218750	19.452381
11008	765880	50.390625	16.186047
11264	782181	45.312500	19.836207
11520	797667	48.828125	19.088000
11776	812517	50.781250	17.307692
12032	828193	48.437500	19.967742
12288	843878	49.218750	21.309524
12544	860087	46.484375	21.084034
12800	876674	42.968750	18.063636
13056	891080	52.734375	17.081481
13312	907590	44.921875	20.956522
13568	923032	50.781250	21.861538
13824	938470	49.218750	19.349206
14080	954054	48.046875	18.569106
14336	969720	47.265625	17.900826
14592	984192	53.125000	18.176471
14848	998558	51.562500	14.893939
15104	1014623	47.265625	21.198347
15360	1030293	48.046875	19.268293
15616	1045072	52.734375	19.844444
15872	1061268	44.921875	18.226087
16128	1076871	48.437500	19.379032
16384	1091965	50.000000	17.921875
16640	1107214	49.609375	18.496063
16896	1122160	51.953125	19.894737
17152	1137841	50.000000	22.507813
17408	1152572	51.562500	17.659091
17664	1168364	48.828125	21.536000
17920	1182870	52.343750	17.208955
18176	1197776	54.296875	23.064748
18432	1212464	52.734375	19.170370
18688	1227295	53.125000	20.816176
18944	1241847	53.906250	19.942029
19200	1256512	55.078125	22.446809
19456	1271836	50.390625	20.341085
19712	1287736	48.828125	22.400000
19968	1302776	51.953125	20.601504
20224	1318266	48.828125	19.120000
20480	1333630	49.609375	19.401575
20736	1348222	54.296875	20.805755
20992	1361758	59.765625	21.150327
21248	1377617	48.828125	22.072000
21504	1391785	55.468750	19.492958
21760	1406866	53.906250	23.775362
22016	1421811	49.609375	16.102362
22272	1435967	57.421875	22.149660
22528	1451051	52.343750	21.522388
22784	1464827	58.984375	21.695364
23040	1479597	51.171875	17.328244
23296	1494864	51.562500	21.719697
23552	1510263	51.171875	22.129771
23808	1524484	56.250000	20.979167
24064	1539164	52.343750	18.507463
24320	1553591	56.250000	22.409722
24576	1568864	50.390625	19.945736
24832	1583685	53.125000	20.742647
25088	1599728	48.046875	22.300813
25344	1614315	53.515625	19.613139
25600	1628803	54.296875	20.057554
25856	1645075	46.875000	22.266667
26112	1659359	53.906250	18.000000
26368	1674513	52.343750	22.044776
26624	1689252	53.125000	20.139706
26880	1703325	56.640625	20.503448
27136	1717691	55.859375	21.440559
27392	1731091	57.031250	16.438356
27648	1746003	53.906250	22.550725
27904	1761053	52.343750	21.268657
28160	1776758	50.781250	23.884615
28416	1791587	54.296875	22.510791
28672	1807003	50.390625	21.054264
28928	1822755	50.390625	23.658915
29184	1837247	55.859375	22.321678
29440	1850637	62.890625	24.161491
29696	1866695	50.781250	26.600000
29952	1881043	54.296875	19.050360
30208	1895611	55.859375	22.853147
30464	1909645	57.421875	21.319728
30720	1923753	55.468750	19.070423
30976	1938546	55.078125	23.354610
31232	1952313	59.375000	22.151316
31488	1966593	56.250000	21.388889
31744	1981100	53.906250	19.615942
32000	1995129	58.203125	22.342282
32256	2008991	60.156250	23.779221
32512	2022875	58.593750	21.893333
32768	2036940	55.859375	19.335664
33024	2051999	51.562500	20.143939
33280	2066000	55.859375	18.888112
33536	2081619	50.000000	22.023438
33792	2095572	58.203125	21.832215
34048	2108551	60.937500	19.096154
34304	2122976	55.078125	20.744681
34560	2137542	53.906250	20.043478
34816	2151959	54.687500	20.121429
35072	2166757	53.125000	20.573529
35328	2180242	62.109375	23.805031
35584	2193708	59.765625	20.692810
35840	2207170	58.593750	19.080000
36096	2221043	55.859375	17.993007
36352	2236580	50.781250	22.592308
36608	2251809	53.906250	24.847826
36864	2266301	54.687500	20.657143
37120	2280434	58.203125	23.040268
37376	2293742	61.718750	22.202532
37632	2308036	57.812500	23.608108
37888	2321172	59.375000	18.000000
38144	2334564	60.546875	21.238710
38400	2347913	58.593750	18.326667
38656	2362802	52.343750	20.067164
38912	2376356	58.593750	19.693333
39168	2391550	50.390625	19.333333
39424	2405762	56.640625	21.462069
39680	2420696	53.515625	22.145985
39936	2434080	61.328125	22.191083
40192	2448114	55.859375	19.118881
40448	2462581	54.296875	19.906475
40704	2476798	56.250000	20.951389
40960	2491521	53.515625	20.605839
41216	2504967	58.593750	18.973333
41472	2519178	58.984375	24.576159
41728	2533282	54.687500	17.885714
41984	2546475	58.593750	17.286667
42240	2560758	56.640625	21.951724
42496	2575243	55.859375	22.272727
42752	2589811	55.078125	21.758865
43008	2604422	55.468750	22.612676
43264	2619231	53.515625	21.233577
43520	2633694	57.031250	23.719178
43776	2647546	59.375000	22.710526
44032	2661893	55.078125	20.191489
44288	2675745	58.593750	21.680000
44544	2690507	52.343750	19.119403
44800	2703322	62.500000	20.093750
45056	2717941	56.250000	23.743056
45312	2731586	60.546875	22.870968
45568	2745704	56.640625	20.813793
45824	2760166	55.859375	22.111888
46080	2774279	55.859375	19.671329
46336	2789873	50.781250	23.030769
46592	2803973	57.031250	21.232877
