256	24341	5.859375	16.066667
512	49576	1.562500	8.750000
768	74585	3.125000	26.125000
1024	99361	4.296875	25.090909
1280	123876	5.468750	22.500000
1536	148471	5.468750	28.214286
1792	172384	8.593750	23.318182
2048	195910	11.328125	28.482759
2304	219208	12.890625	30.242424
2560	242426	12.500000	25.562500
2816	265712	12.500000	27.687500
3072	288740	14.062500	28.555556
3328	311525	13.281250	17.205882
3584	333328	19.140625	22.510204
3840	355405	19.140625	28.102041
4096	378243	15.625000	30.950000
4352	399876	21.093750	26.537037
4608	421134	24.218750	29.967742
4864	442633	22.265625	28.052632
5120	463252	27.734375	29.845070
5376	484396	24.609375	29.269841
5632	504913	26.562500	25.250000
5888	524099	33.984375	26.275862
6144	544070	30.859375	28.746835
6400	564212	30.078125	29.116883
6656	583779	35.937500	34.423913
6912	602458	40.234375	32.805825
7168	620974	42.968750	35.600000
7424	640583	34.375000	31.920455
7680	658656	43.750000	32.794643
7936	676629	41.796875	28.719626
8192	694509	44.531250	32.280702
8448	712923	42.968750	34.672727
8704	730378	48.046875	33.780488
8960	746356	54.296875	30.776978
9216	763681	47.656250	32.172131
9472	780076	52.343750	31.305970
9728	796006	56.640625	33.310345
9984	811929	54.687500	30.878571
10240	826903	61.718750	32.746835
10496	842842	55.468750	31.964789
10752	857694	60.937500	31.102564
11008	872963	60.937500	33.775641
11264	887392	64.062500	31.884146
11520	900409	70.312500	30.094444
11776	914144	69.140625	32.966102
12032	927302	69.531250	30.101124
12288	940941	69.531250	32.803371
12544	954229	71.875000	33.086957
12800	967152	71.875000	31.103261
13056	979050	79.296875	32.502463
13312	991742	74.609375	32.418848
13568	1003819	77.343750	31.702020
13824	1016042	76.171875	31.400000
14080	1028539	78.906250	35.133663
14336	1040160	79.687500	31.475490
14592	1051108	83.984375	31.851163
14848	1061732	83.984375	30.344186
15104	1072076	82.421875	27.696682
15360	1083025	84.375000	32.171296
15616	1093252	87.890625	31.675556
15872	1104284	83.203125	31.605634
16128	1114851	85.156250	31.041284
16384	1126042	83.984375	32.981395
16640	1136118	86.328125	29.755656
16896	1146443	83.984375	28.953488
17152	1156436	86.718750	29.698198
17408	1165402	91.406250	28.914530
17664	1174725	89.843750	29.230435
17920	1184416	88.671875	29.916300
18176	1193487	89.843750	28.134783
18432	1203694	87.500000	31.281250
18688	1213116	89.453125	29.353712
18944	1222188	88.671875	27.189427
19200	1231244	89.843750	28.069565
19456	1240356	92.187500	30.135593
19712	1249017	94.140625	29.713693
19968	1258465	91.406250	30.974359
20224	1267280	91.796875	28.574468
20480	1276202	93.359375	30.217573
20736	1285091	92.578125	29.489451
20992	1293640	95.703125	30.404082
21248	1302201	91.796875	27.493617
21504	1310291	93.359375	26.736402
21760	1318606	94.140625	28.278008
22016	1326729	96.093750	28.955285
22272	1335015	95.312500	29.040984
22528	1343431	96.484375	30.429150
22784	1351612	96.093750	29.191057
23040	1358858	98.046875	26.876494
23296	1366698	95.312500	27.213115
23552	1374799	96.484375	29.153846
23808	1382861	96.093750	28.707317
24064	1390347	98.046875	27.832669
24320	1397709	98.437500	27.626984
24576	1404958	96.875000	26.004032
24832	1412175	98.046875	26.760956
25088	1419590	98.828125	28.122530
25344	1427253	96.484375	27.380567
25600	1434493	96.484375	25.668016
25856	1441677	96.875000	25.741935
26112	1448650	97.656250	25.492000
26368	1455235	97.265625	23.634538
26624	1461799	98.437500	24.460317
26880	1468632	98.437500	25.527778
27136	1475003	99.218750	24.295276
27392	1482040	97.656250	25.748000
27648	1489085	98.437500	26.369048
27904	1496275	98.437500	26.944444
28160	1502440	99.218750	23.484252
28416	1509402	97.265625	25.148594
28672	1515913	99.609375	25.141176
28928	1522538	100.000000	25.878906
29184	1528609	98.437500	22.503968
29440	1534666	99.609375	23.360784
29696	1541078	98.828125	24.158103
29952	1547043	99.609375	23.000000
30208	1553113	98.437500	22.500000
30464	1559681	98.828125	24.774704
30720	1566124	100.000000	25.167969
30976	1572468	98.437500	23.587302
31232	1578070	99.609375	21.576471
31488	1583792	99.609375	22.047059
31744	1589600	98.828125	21.770751
32000	1595492	99.609375	22.713725
32256	1601446	98.828125	22.347826
32512	1607283	98.828125	21.885375
32768	1613445	98.828125	23.169960
33024	1619684	99.609375	24.074510
33280	1626045	98.828125	23.956522
33536	1631781	99.609375	22.101961
33792	1637809	100.000000	23.546875
34048	1643076	99.218750	19.948819
34304	1648554	100.000000	21.398438
34560	1654347	99.218750	22.019685
34816	1660434	99.609375	23.478431
35072	1666246	100.000000	22.703125
35328	1672111	99.218750	22.303150
35584	1677706	99.609375	21.549020
35840	1683914	98.828125	23.351779
36096	1689612	99.609375	21.952941
36352	1695550	98.828125	22.284585
36608	1701574	99.609375	23.231373
36864	1707172	100.000000	21.867188
37120	1712955	99.218750	21.980315
37376	1718272	100.000000	20.769531
37632	1723956	99.609375	21.898039
37888	1729228	99.609375	20.282353
38144	1734648	99.609375	20.862745
38400	1740392	98.828125	21.517787
38656	1746267	99.609375	22.647059
38912	1751929	100.000000	22.117188
39168	1757369	100.000000	21.250000
39424	1762650	99.218750	20.003937
39680	1768051	99.609375	20.788235
39936	1773056	100.000000	19.550781
40192	1778598	99.218750	21.031496
40448	1783951	100.000000	20.910156
40704	1789638	100.000000	22.214844
40960	1794570	99.609375	18.949020
41216	1799967	100.000000	21.082031
41472	1805004	100.000000	19.675781
41728	1810083	100.000000	19.839844
41984	1815602	100.000000	21.558594
42240	1820961	99.609375	20.623529
42496	1826152	99.609375	19.964706
42752	1831326	99.218750	19.582677
43008	1836581	100.000000	20.527344
43264	1841790	99.609375	20.035294
43520	1846893	99.609375	19.619608
43776	1851275	100.000000	17.117188
44032	1856249	100.000000	19.429688
