256	22603	13.671875	14.371429	41.289095
512	42227	28.906250	19.243243	37.779466
768	60824	36.328125	24.698925	35.169842
1024	78336	39.453125	19.920792	39.847587
1280	95747	37.890625	15.577320	38.273842
1536	111600	44.140625	13.743363	38.213754
1792	127042	47.656250	16.737705	41.185867
2048	141193	52.343750	14.559701	36.718724
2304	155281	53.515625	15.970803	37.515276
2560	167783	60.937500	16.038462	35.072596
2816	179974	64.062500	18.237805	37.976288
3072	190603	71.484375	18.191257	34.834554
3328	199970	76.171875	16.753846	34.368963
3584	210038	74.218750	18.252632	36.300739
3840	221198	71.875000	21.521739	34.013928
4096	230763	77.343750	19.015152	36.744730
4352	240376	76.562500	18.433673	36.042489
4608	249625	78.125000	18.245000	32.771367
4864	258480	80.078125	18.317073	35.196947
5120	266657	80.859375	15.830918	35.727454
5376	275506	79.687500	17.887255	34.068634
5632	284542	78.515625	17.592040	33.648232
5888	292878	81.640625	17.397129	34.275536
6144	300918	83.593750	17.943925	34.207451
6400	309349	82.031250	18.242857	35.808230
6656	319452	75.781250	20.118557	33.302009
6912	326922	85.156250	16.834862	32.150710
7168	335124	82.812500	17.933962	33.052055
7424	343426	84.375000	19.916667	36.081792
7680	350100	91.406250	19.119658	35.529780
7936	357200	88.281250	18.141593	34.540500
8192	364552	87.500000	18.535714	34.123387
8448	372069	86.328125	18.176471	35.663868
8704	378385	91.406250	17.589744	34.645564
8960	385223	90.234375	18.779221	36.005476
9216	392651	86.718750	18.144144	32.693433
9472	399145	90.234375	17.290043	35.866586
9728	405907	89.843750	18.095652	33.425255
9984	413821	85.546875	19.242009	36.863659
10240	421210	85.937500	17.222727	34.190009
10496	428978	85.546875	18.575342	33.660558
10752	436160	88.281250	18.504425	33.434539
11008	443794	89.062500	21.201754	33.667030
11264	451576	86.718750	19.738739	33.039254
11520	459018	87.109375	18.573991	32.847270
11776	465561	89.453125	16.781659	35.661881
12032	472938	87.109375	18.282511	32.658635
12288	479922	87.890625	17.262222	32.484463
12544	486770	89.062500	17.754386	35.368315
12800	494483	86.718750	19.427928	29.498491
13056	501948	86.328125	17.941176	36.314522
13312	509988	84.375000	18.703704	36.657304
13568	517347	87.500000	18.566964	32.086559
13824	524843	86.328125	18.081448	34.951563
14080	530926	92.968750	17.995798	34.670641
14336	537810	88.671875	17.550661	34.670119
14592	544134	90.625000	16.913793	32.679431
14848	551710	84.765625	16.940092	34.609007
15104	557813	91.796875	17.034043	32.959555
15360	564844	87.500000	17.102679	31.342239
15616	570258	93.750000	15.891667	33.574343
15872	577259	89.453125	18.781659	31.785993
16128	583799	91.015625	18.197425	33.642239
16384	590430	89.843750	17.526087	36.574716
16640	596614	91.015625	16.669528	34.226131
16896	604534	82.812500	16.603774	34.265651
17152	611868	86.718750	17.720721	34.364683
17408	618260	89.843750	16.486957	33.218530
17664	624602	89.453125	15.903930	34.969753
17920	630121	93.750000	16.329167	34.716538
18176	636824	88.671875	16.753304	34.066474
18432	643668	87.500000	16.267857	32.042833
18688	650990	87.890625	18.764444	34.276708
18944	657995	87.500000	16.986607	32.064319
19200	664917	87.890625	16.986667	31.715389
19456	671438	89.843750	17.047826	33.134034
19712	677826	89.843750	16.469565	36.327252
19968	684166	90.234375	16.623377	37.740711
20224	692047	83.984375	17.586047	34.813361
20480	699359	85.937500	16.872727	36.075811
20736	706444	84.765625	14.677419	35.281517
20992	715194	80.859375	18.599034	33.124928
21248	722166	86.328125	15.710407	38.198288
21504	729864	83.984375	16.734884	33.827118
21760	736698	88.281250	16.964602	33.411848
22016	744899	81.250000	16.350962	37.616055
22272	752811	82.031250	15.771429	34.565647
22528	761243	78.906250	15.009901	35.125077
22784	769826	79.296875	16.172414	33.782507
23040	778763	77.734375	16.266332	35.370422
23296	788201	76.171875	17.117949	35.503196
23552	797377	76.562500	16.204082	35.160798
23808	807567	73.437500	18.031915	36.133815
24064	817172	74.218750	15.815789	30.814809
24320	827190	74.218750	17.989474	37.058401
24576	836947	73.828125	16.174603	36.298784
24832	846937	71.484375	14.699454	35.148712
25088	857589	69.921875	16.491620	30.954986
25344	868203	71.093750	17.659341	34.969701
25600	877646	74.609375	15.408377	35.640976
25856	886498	78.125000	16.260000	34.291870
26112	896824	72.265625	17.437838	35.461073
26368	907074	72.656250	17.473118	36.311613
26624	916927	74.218750	17.121053	33.770475
26880	926185	78.125000	18.290000	33.854741
27136	935311	77.734375	17.216080	36.849476
27392	944207	78.515625	16.895522	34.129830
27648	953908	75.781250	18.046392	37.003881
27904	963054	78.125000	17.730000	37.637210
28160	971189	82.031250	16.833333	34.474424
28416	979115	82.812500	16.632075	33.036049
28672	986461	85.937500	17.027273	35.086241
28928	995607	78.906250	18.544554	37.323855
29184	1004870	78.515625	18.721393	37.191598
29440	1013349	82.421875	18.857820	37.300369
29696	1022272	80.078125	18.648780	35.895009
29952	1031044	80.468750	18.310680	37.162501
30208	1038550	85.546875	17.378995	34.373718
30464	1047088	82.812500	19.518868	34.466794
30720	1055831	80.468750	18.169903	35.739740
30976	1063344	85.156250	17.032110	36.359140
31232	1070013	90.625000	18.400862	37.201819
31488	1076995	89.062500	18.342105	36.058931
31744	1084597	85.546875	17.817352	37.327699
32000	1091814	88.281250	18.659292	36.911465
32256	1098352	90.625000	17.836207	36.510740
32512	1105736	88.281250	19.398230	34.048328
32768	1113280	86.718750	18.666667	34.811653
33024	1121143	85.156250	18.637615	36.337170
33280	1128594	87.890625	19.337778	38.695064
33536	1137397	81.640625	19.631579	36.536814
33792	1143637	91.406250	17.264957	36.275047
34048	1150593	88.671875	17.867841	37.239169
34304	1157764	88.281250	18.455752	38.054079
34560	1165990	83.203125	18.431925	37.860138
34816	1173016	87.890625	17.448889	37.236654
