256	23131	10.937500	11.821429	37.589916	313.093932
512	42226	30.468750	16.602564	47.163635	324.585972
768	58546	44.531250	18.596491	41.610580	316.335669
1024	73103	54.296875	20.553957	46.980266	318.091560
1280	87145	56.640625	20.289655	46.465626	304.209656
1536	101201	56.250000	19.833333	46.574708	314.568363
1792	113840	61.328125	17.445860	43.904345	308.437778
2048	125718	66.406250	19.282353	45.197123	308.313175
2304	136816	69.921875	18.983240	43.094860	311.476351
2560	148615	67.187500	19.761628	45.436437	312.231748
2816	158353	75.390625	17.813472	43.951951	306.544881
3072	167633	77.343750	17.575758	41.256678	309.963447
3328	176807	79.296875	19.083744	44.806757	304.312258
3584	186916	74.609375	18.895288	46.840357	303.558043
3840	196188	78.515625	18.766169	43.177973	310.353545
4096	204829	80.468750	17.674757	43.547624	309.934349
4352	212754	84.375000	18.171296	43.637657	310.086493
4608	220812	83.593750	18.028037	45.123657	306.566837
4864	228182	87.109375	18.251121	42.836738	309.105413
5120	236200	84.375000	18.601852	47.329462	309.797599
5376	243345	89.062500	19.057018	43.857020	304.936735
5632	249863	90.234375	17.393939	46.086281	304.655042
5888	256180	89.843750	16.160870	45.401468	308.385610
6144	262752	91.015625	18.334764	45.039388	298.064521
6400	268891	92.187500	17.538136	43.958982	305.059886
6656	275233	91.796875	18.051064	45.083473	307.591594
6912	281511	90.234375	16.354978	44.642014	303.924880
7168	287840	90.625000	16.935345	44.046541	301.079939
7424	293691	94.140625	18.053942	43.901420	312.104035
7680	300536	89.453125	18.100437	45.046789	303.645157
7936	306165	95.312500	18.151639	49.981255	302.465314
8192	311646	96.875000	18.875000	49.262044	308.787923
8448	316861	96.093750	17.134146	44.560450	300.928433
8704	322438	95.312500	17.938525	45.717988	313.869227
8960	328454	93.359375	18.058577	46.852701	314.844283
9216	334148	92.578125	16.008439	44.217035	310.623386
9472	339585	95.703125	17.702041	49.812288	311.089563
9728	345209	94.140625	17.112033	46.655983	310.030535
9984	350657	95.703125	17.746939	47.284646	310.234376
10240	356256	95.312500	18.028689	44.097855	299.529516
10496	361287	96.093750	16.386179	50.017369	310.367104
10752	366474	96.484375	17.356275	50.445001	309.428058
11008	371648	97.265625	17.967871	48.188253	300.378053
11264	376903	96.093750	17.296748	48.179445	313.121594
11520	382072	96.093750	16.947154	46.730137	306.344845
11776	387626	95.312500	17.844262	46.595980	313.914357
12032	392485	96.093750	15.686992	47.327814	314.012614
12288	397388	96.484375	16.206478	45.483011	313.690914
12544	402621	94.531250	15.838843	45.704003	305.760907
12800	407662	94.921875	15.395062	49.698546	300.712092
13056	412950	96.093750	17.430894	47.887265	314.547854
13312	417848	96.875000	16.524194	45.517103	302.960445
13568	423481	93.750000	16.804167	49.227344	313.932382
13824	428320	96.093750	15.605691	47.193303	301.338891
14080	433454	96.093750	16.804878	47.011731	302.569684
14336	437907	98.437500	16.083333	46.824690	305.646502
