256	22965	12.500000	17.656250	38.703925
512	43549	25.781250	24.000000	39.547897
768	64618	23.437500	24.483333	35.275768
1024	84217	29.687500	21.039474	38.670588
1280	104243	27.343750	20.371429	36.320561
1536	122205	37.109375	19.600000	34.663110
1792	140073	38.671875	21.898990	33.943240
2048	155903	49.609375	23.070866	32.890159
2304	171142	53.906250	24.920290	32.129228
2560	185922	55.078125	23.262411	35.176421
2816	199383	62.500000	24.131250	34.236472
3072	212643	62.500000	22.875000	35.869418
3328	225053	68.359375	24.628571	35.690796
3584	237999	64.843750	23.771084	34.309114
3840	249745	71.093750	23.879121	33.205569
4096	262096	67.187500	22.970930	34.116987
4352	273857	70.312500	23.116667	32.548726
4608	286360	67.187500	23.854651	34.035021
4864	297744	73.046875	23.978610	35.564426
5120	309893	69.531250	24.432584	32.963380
5376	322270	67.968750	24.005747	30.121621
5632	333220	75.000000	23.697917	31.183443
5888	344800	71.093750	22.967033	31.626970
6144	355013	77.343750	22.287879	30.333420
6400	364819	79.296875	22.197044	29.456184
6656	375946	74.609375	24.225131	31.283083
6912	385723	80.078125	22.814634	28.536233
7168	395381	80.859375	22.985507	32.090168
7424	405723	76.953125	22.548223	29.676522
7680	415886	78.515625	23.199005	31.116832
7936	425431	82.421875	23.909953	30.659576
8192	435398	80.078125	23.741463	30.491520
8448	443561	86.718750	21.454955	31.050889
8704	452484	83.984375	22.432558	30.938631
8960	462373	80.468750	23.733010	29.086656
9216	472386	78.906250	22.836634	29.033044
9472	481775	83.593750	24.247664	29.274599
9728	491113	82.812500	23.292453	27.936770
9984	501788	77.734375	25.000000	29.722719
10240	510828	83.203125	22.253521	29.328771
10496	521312	81.250000	27.326923	27.049202
10752	531636	78.125000	23.620000	29.632113
11008	540426	84.375000	22.175926	29.954569
11264	551018	78.125000	24.960000	29.161833
11520	560778	80.468750	23.106796	28.425755
11776	569632	83.593750	21.747664	27.429795
12032	580114	77.734375	24.030151	28.386039
12288	590348	76.953125	22.000000	27.574047
12544	601466	72.656250	22.139785	30.216219
12800	612621	71.093750	20.631868	29.591135
13056	624930	66.015625	21.355030	32.023473
13312	636602	71.093750	23.472527	31.302089
13568	650225	60.156250	22.227273	33.664229
13824	664256	59.765625	24.385621	32.811266
14080	675829	73.437500	25.388298	31.500777
14336	688781	63.281250	21.925926	30.755930
14592	702007	65.234375	25.904192	29.969246
14848	715328	63.281250	24.203704	33.666858
15104	728000	64.062500	21.170732	30.348377
15360	740314	68.359375	24.080000	31.578464
15616	752980	65.625000	23.011905	31.531779
15872	765535	68.359375	25.457143	30.222879
16128	777930	69.531250	25.814607	29.547347
16384	790781	66.015625	24.562130	29.663953
16640	803171	68.750000	24.943182	30.688896
16896	815561	68.750000	24.943182	33.805902
17152	827753	69.140625	24.248588	30.428192
17408	840322	69.921875	27.201117	32.121632
17664	852790	69.140625	25.807910	33.326598
17920	864367	73.828125	25.804233	28.319132
18176	876310	70.703125	24.546961	30.525766
18432	888394	70.703125	25.325967	31.711164
18688	900265	72.656250	26.188172	30.719174
18944	912486	70.703125	26.082873	30.688527
19200	925789	65.625000	26.803571	30.796220
19456	937102	75.781250	26.355670	33.456118
19712	947924	77.343750	25.363636	31.655241
19968	959804	69.921875	23.351955	31.910773
20224	970961	77.343750	27.055556	33.157833
20480	981414	78.906250	25.014851	32.075369
20736	993508	73.437500	28.159574	31.617364
20992	1005155	74.218750	26.563158	32.390482
21248	1016403	74.218750	24.463158	29.738246
21504	1026722	78.515625	23.975124	31.644838
21760	1038157	76.562500	27.729592	30.149120
22016	1049134	78.125000	26.885000	34.813206
22272	1059963	76.171875	24.251282	29.463105
22528	1070057	80.468750	24.728155	31.029120
22784	1081029	77.343750	26.121212	31.790265
23040	1092665	75.781250	28.020619	32.562418
23296	1103109	79.296875	25.339901	31.227464
23552	1113323	82.421875	27.080569	30.375473
23808	1122787	82.421875	23.526066	31.493376
24064	1133723	77.343750	25.939394	32.310642
24320	1143714	80.468750	24.228155	28.512284
24576	1154333	80.468750	27.276699	32.907037
24832	1163894	82.031250	23.623810	30.692457
25088	1173330	83.203125	24.112676	30.151487
25344	1183001	84.765625	26.594470	30.166292
25600	1192167	84.375000	23.916667	27.920019
25856	1202381	80.078125	24.946341	30.540242
26112	1212243	83.984375	26.800000	32.055629
26368	1220860	86.718750	23.500000	29.624449
26624	1230830	82.031250	25.571429	31.594765
26880	1240761	82.421875	25.739336	31.006955
27136	1249619	86.328125	24.244344	30.281806
27392	1257965	88.281250	23.654867	28.102374
27648	1266992	89.062500	27.311404	33.664750
27904	1275661	89.843750	26.386957	30.367732
28160	1285302	83.984375	25.772093	30.841157
28416	1294826	86.328125	27.257919	30.877940
