256	22835	13.281250
512	42631	28.125000
768	61635	32.812500
1024	79239	41.406250
1280	96338	42.968750
1536	113739	40.625000
1792	130098	46.093750
2048	146770	45.312500
2304	162239	49.218750
2560	177035	56.640625
2816	191663	57.421875
3072	205808	57.031250
3328	219412	60.937500
3584	231850	64.062500
3840	243660	68.750000
4096	256580	62.890625
4352	269970	62.500000
4608	282318	67.578125
4864	294017	69.921875
5120	305669	71.875000
5376	317379	71.484375
5632	328837	74.218750
5888	339296	75.390625
6144	350925	70.703125
6400	361837	75.390625
6656	371604	78.515625
6912	382159	76.171875
7168	392241	78.906250
7424	401806	79.687500
7680	411726	78.125000
7936	420281	85.156250
8192	429754	80.859375
8448	438025	83.984375
8704	446167	83.984375
8960	455810	80.468750
9216	465568	78.125000
9472	473572	84.375000
9728	482714	81.250000
9984	491537	82.812500
10240	499976	85.937500
10496	507024	91.406250
10752	514424	89.453125
11008	522916	85.156250
11264	530390	89.453125
11520	537079	91.015625
11776	545052	85.937500
12032	552775	89.453125
12288	560254	88.671875
12544	568377	85.546875
12800	575510	91.015625
13056	583454	87.890625
13312	591335	86.328125
13568	599830	85.546875
13824	607545	88.281250
14080	615486	88.671875
14336	622511	90.625000
14592	629924	91.406250
14848	636963	92.187500
15104	643705	91.015625
15360	650933	91.406250
15616	657112	93.750000
15872	663937	92.578125
16128	670618	91.015625
16384	677240	92.578125
16640	682947	93.750000
16896	689244	92.578125
17152	696043	91.406250
17408	703082	92.578125
17664	710029	90.234375
17920	716517	91.796875
18176	722863	94.921875
18432	729946	90.625000
18688	735900	94.140625
18944	742105	92.187500
19200	747751	95.703125
19456	753547	94.531250
19712	759845	92.968750
19968	765825	94.531250
20224	771567	96.093750
20480	777568	94.140625
20736	783393	92.968750
20992	789899	92.187500
21248	796051	94.140625
21504	801231	96.093750
21760	807445	93.750000
22016	813312	93.359375
22272	818926	95.703125
22528	824784	95.312500
