256	22751	11.718750
512	41362	28.515625
768	54260	51.953125
1024	66416	55.468750
1280	75421	68.359375
1536	83306	72.656250
1792	89148	81.250000
2048	94160	84.765625
2304	98579	87.890625
2560	102327	90.234375
2816	105054	94.531250
3072	108105	93.359375
3328	111007	93.750000
3584	113018	97.265625
3840	114964	97.656250
4096	116975	98.046875
4352	119098	96.875000
4608	121130	97.265625
4864	123099	97.265625
5120	124758	98.828125
5376	126506	98.046875
5632	128220	98.437500
5888	129846	98.437500
6144	131168	99.609375
6400	132774	99.218750
6656	134088	100.000000
6912	135598	99.218750
7168	136934	100.000000
7424	138281	99.609375
7680	139664	99.609375
7936	141089	99.609375
8192	142394	100.000000
8448	143711	100.000000
8704	145013	100.000000
8960	146335	100.000000
9216	147603	100.000000
9472	148918	100.000000
9728	150183	100.000000
9984	151499	99.609375
10240	152850	100.000000
10496	154137	100.000000
10752	155528	99.609375
11008	156806	100.000000
11264	158092	100.000000
11520	159381	100.000000
11776	160718	100.000000
12032	162028	100.000000
12288	163403	99.609375
12544	164694	100.000000
12800	165971	100.000000
13056	167273	100.000000
13312	168551	100.000000
13568	169841	100.000000
13824	171205	99.609375
14080	172515	100.000000
14336	173811	100.000000
14592	175111	100.000000
14848	176403	100.000000
15104	177709	100.000000
15360	179046	100.000000
15616	180318	100.000000
15872	181647	100.000000
16128	182987	99.609375
16384	184394	99.609375
16640	185719	100.000000
16896	187169	99.609375
17152	188475	100.000000
17408	189843	100.000000
17664	191114	100.000000
17920	192370	100.000000
18176	193673	100.000000
18432	195026	100.000000
18688	196340	100.000000
18944	197701	100.000000
19200	199048	100.000000
19456	200305	100.000000
19712	201663	100.000000
19968	203007	100.000000
20224	204334	100.000000
20480	205643	100.000000
20736	206958	100.000000
20992	208271	100.000000
21248	209551	100.000000
21504	210861	100.000000
21760	212158	100.000000
22016	213506	100.000000
22272	214815	100.000000
22528	216165	100.000000
22784	217529	100.000000
23040	218842	100.000000
23296	220149	100.000000
23552	221564	99.609375
23808	222908	100.000000
24064	224242	100.000000
24320	225534	100.000000
24576	226839	100.000000
24832	228158	100.000000
25088	229445	100.000000
25344	230837	99.609375
25600	232211	99.609375
25856	233534	100.000000
26112	234932	99.609375
26368	236221	100.000000
26624	237610	100.000000
26880	238903	100.000000
27136	240193	100.000000
27392	241516	100.000000
27648	242792	100.000000
27904	244130	100.000000
28160	245422	100.000000
28416	246699	100.000000
28672	248024	100.000000
28928	249323	100.000000
29184	250651	100.000000
29440	251961	100.000000
29696	253199	100.000000
29952	254493	100.000000
30208	255747	100.000000
30464	257046	100.000000
30720	258324	100.000000
30976	259645	100.000000
31232	261025	99.609375
31488	262339	100.000000
31744	263621	100.000000
32000	264888	100.000000
32256	266134	100.000000
32512	267441	100.000000
32768	268764	100.000000
33024	270040	100.000000
33280	271337	100.000000
33536	272602	100.000000
33792	273931	100.000000
34048	275237	100.000000
34304	276554	100.000000
34560	277837	100.000000
34816	279170	100.000000
35072	280471	100.000000
35328	281839	99.609375
35584	283187	100.000000
35840	284486	100.000000
36096	285769	100.000000
36352	287183	99.609375
36608	288506	100.000000
36864	289811	100.000000
37120	291182	100.000000
37376	292485	100.000000
37632	293789	100.000000
37888	295106	100.000000
38144	296411	100.000000
38400	297707	100.000000
38656	298995	100.000000
38912	300274	100.000000
39168	301567	100.000000
39424	302845	100.000000
39680	304111	100.000000
39936	305388	100.000000
40192	306706	100.000000
40448	307992	100.000000
40704	309267	100.000000
40960	310495	100.000000
41216	311769	100.000000
41472	313094	100.000000
41728	314379	100.000000
41984	315673	100.000000
42240	317005	100.000000
42496	318290	100.000000
42752	319585	100.000000
43008	320873	100.000000
43264	322191	100.000000
43520	323538	100.000000
43776	324808	100.000000
44032	326100	100.000000
44288	327442	100.000000
44544	328744	100.000000
44800	330021	100.000000
45056	331304	100.000000
45312	332614	100.000000
45568	333926	100.000000
45824	335318	99.609375
46080	336613	100.000000
46336	337915	100.000000
46592	339309	100.000000
46848	340595	100.000000
47104	341954	100.000000
47360	343267	100.000000
47616	344566	100.000000
47872	345891	100.000000
48128	347198	100.000000
48384	348506	100.000000
48640	349740	100.000000
48896	351008	100.000000
49152	352341	100.000000
49408	353634	100.000000
49664	355032	99.609375
49920	356321	100.000000
50176	357592	100.000000
50432	358874	100.000000
50688	360145	100.000000
50944	361451	100.000000
51200	362758	100.000000
51456	364084	100.000000
51712	365367	100.000000
51968	366683	100.000000
52224	368023	100.000000
52480	369333	100.000000
52736	370662	100.000000
52992	371989	100.000000
53248	373331	100.000000
53504	374653	100.000000
53760	375970	100.000000
54016	377283	100.000000
54272	378585	100.000000
54528	379922	100.000000
54784	381244	100.000000
55040	382561	100.000000
55296	383854	100.000000
55552	385178	100.000000
55808	386476	100.000000
56064	387783	100.000000
56320	389055	100.000000
56576	390402	100.000000
56832	391691	100.000000
57088	392969	100.000000
57344	394295	100.000000
57600	395579	100.000000
57856	396866	100.000000
58112	398145	100.000000
58368	399439	100.000000
58624	400719	100.000000
58880	402050	100.000000
59136	403395	100.000000
59392	404746	100.000000
59648	406049	100.000000
59904	407348	100.000000
60160	408669	100.000000
60416	410016	100.000000
60672	411309	100.000000
60928	412613	100.000000
61184	413920	100.000000
61440	415248	100.000000
61696	416505	100.000000
61952	417798	100.000000
62208	419082	100.000000
62464	420401	100.000000
62720	421733	100.000000
62976	422972	100.000000
63232	424340	99.609375
63488	425633	100.000000
63744	426895	100.000000
64000	428210	100.000000
64256	429571	100.000000
64512	430899	100.000000
64768	432226	100.000000
65024	433521	100.000000
65280	434841	100.000000
65536	436165	100.000000
65792	437473	100.000000
66048	438812	100.000000
66304	440143	100.000000
66560	441441	100.000000
66816	442768	100.000000
67072	444085	100.000000
67328	445385	100.000000
67584	446630	100.000000
67840	447993	100.000000
68096	449363	99.609375
68352	450731	100.000000
68608	451994	100.000000
68864	453258	100.000000
69120	454605	100.000000
69376	455885	100.000000
69632	457234	100.000000
69888	458577	100.000000
70144	459909	100.000000
70400	461239	100.000000
70656	462515	100.000000
70912	463840	100.000000
71168	465171	100.000000
71424	466475	100.000000
71680	467829	100.000000
71936	469129	100.000000
72192	470413	100.000000
72448	471742	100.000000
72704	473091	100.000000
72960	474461	99.609375
73216	475791	100.000000
73472	477047	100.000000
73728	478336	100.000000
73984	479669	100.000000
74240	480953	100.000000
74496	482233	100.000000
74752	483536	100.000000
75008	484820	100.000000
75264	486112	100.000000
75520	487420	100.000000
75776	488745	100.000000
76032	490022	100.000000
76288	491314	100.000000
76544	492620	100.000000
76800	493921	100.000000
77056	495229	100.000000
77312	496478	100.000000
77568	497766	100.000000
77824	499059	100.000000
78080	500336	100.000000
78336	501680	100.000000
78592	502963	100.000000
78848	504268	100.000000
79104	505577	100.000000
79360	506866	100.000000
79616	508205	100.000000
79872	509524	100.000000
80128	510882	100.000000
80384	512230	100.000000
80640	513505	100.000000
80896	514785	100.000000
81152	516083	100.000000
81408	517380	100.000000
81664	518699	100.000000
81920	520066	100.000000
82176	521414	100.000000
82432	522709	100.000000
82688	524003	100.000000
82944	525305	100.000000
83200	526652	100.000000
83456	527910	100.000000
83712	529223	100.000000
83968	530548	100.000000
84224	531854	100.000000
84480	533133	100.000000
84736	534442	100.000000
84992	535734	100.000000
85248	536997	100.000000
85504	538347	100.000000
85760	539654	100.000000
86016	540946	100.000000
86272	542358	100.000000
86528	543666	100.000000
86784	544977	100.000000
87040	546284	100.000000
87296	547568	100.000000
87552	548916	100.000000
87808	550290	99.609375
88064	551616	100.000000
88320	552890	100.000000
88576	554212	100.000000
88832	555547	100.000000
89088	556853	100.000000
89344	558175	100.000000
89600	559487	100.000000
89856	560830	100.000000
90112	562089	100.000000
90368	563385	100.000000
90624	564727	100.000000
90880	566005	100.000000
91136	567308	100.000000
91392	568722	99.609375
91648	570012	100.000000
91904	571290	100.000000
92160	572645	100.000000
92416	573932	100.000000
92672	575270	100.000000
92928	576596	100.000000
93184	577895	100.000000
93440	579179	100.000000
93696	580450	100.000000
93952	581753	100.000000
94208	583047	100.000000
94464	584364	100.000000
94720	585624	100.000000
94976	586888	100.000000
95232	588197	100.000000
95488	589478	100.000000
95744	590843	100.000000
96000	592150	100.000000
96256	593453	100.000000
96512	594727	100.000000
96768	596011	100.000000
97024	597353	100.000000
97280	598679	100.000000
97536	599990	100.000000
97792	601301	100.000000
98048	602571	100.000000
98304	603891	100.000000
98560	605211	100.000000
98816	606489	100.000000
99072	607773	100.000000
99328	609061	100.000000
99584	610414	100.000000
99840	611724	100.000000
100096	612970	100.000000
100352	614326	100.000000
100608	615627	100.000000
100864	616907	100.000000
101120	618188	100.000000
101376	619425	100.000000
101632	620774	100.000000
101888	622087	100.000000
102144	623338	100.000000
102400	624648	100.000000
102656	625983	100.000000
102912	627259	100.000000
103168	628551	100.000000
103424	629867	100.000000
103680	631194	100.000000
103936	632505	100.000000
104192	633829	100.000000
104448	635112	100.000000
104704	636481	99.609375
104960	637813	100.000000
105216	639162	100.000000
105472	640429	100.000000
105728	641761	100.000000
105984	643064	100.000000
106240	644376	100.000000
106496	645661	100.000000
106752	646933	100.000000
107008	648203	100.000000
107264	649522	100.000000
107520	650828	100.000000
107776	652125	100.000000
108032	653444	100.000000
108288	654735	100.000000
108544	656063	100.000000
108800	657366	100.000000
109056	658716	100.000000
109312	660050	100.000000
109568	661350	100.000000
109824	662708	100.000000
110080	664046	100.000000
110336	665320	100.000000
110592	666643	100.000000
110848	667964	100.000000
