256	23315	10.156250
512	42176	32.031250
768	60018	40.625000
1024	76070	47.656250
1280	90428	53.906250
1536	104562	57.031250
1792	118346	58.984375
2048	130564	65.625000
2304	142996	62.890625
2560	153824	70.312500
2816	165010	69.921875
3072	174278	78.515625
3328	182957	79.296875
3584	192103	79.296875
3840	200433	80.859375
4096	208761	80.468750
4352	215599	87.500000
4608	222240	89.062500
4864	228610	89.453125
5120	234118	92.968750
5376	239586	93.750000
5632	244643	95.312500
5888	249730	94.140625
6144	255188	92.968750
6400	259381	97.656250
6656	263506	96.875000
6912	267912	95.703125
7168	272114	96.484375
7424	276170	97.656250
7680	280162	97.265625
7936	284430	96.875000
8192	288792	95.703125
8448	292443	98.437500
8704	295874	96.875000
8960	299223	98.437500
9216	302895	96.875000
9472	306235	98.828125
9728	309223	99.218750
9984	312594	99.218750
10240	315444	99.218750
10496	318053	100.000000
10752	320794	100.000000
11008	323305	100.000000
11264	326061	99.218750
11520	328936	99.218750
11776	331521	100.000000
12032	334423	98.437500
12288	337047	99.609375
12544	339775	99.218750
12800	342472	99.609375
13056	345102	99.609375
13312	347475	100.000000
13568	349843	99.218750
13824	352188	100.000000
14080	354711	100.000000
14336	357265	98.828125
14592	359513	100.000000
14848	361883	99.609375
15104	364238	100.000000
15360	366608	100.000000
15616	369051	99.609375
15872	371280	99.609375
16128	373369	100.000000
16384	375445	100.000000
16640	377687	100.000000
16896	379929	99.218750
17152	382102	100.000000
17408	384558	99.609375
