256	22749	12.500000	10.906250	33.058575	327.445552
512	43568	22.265625	16.122807	35.653318	325.068974
768	61067	38.671875	18.171717	36.694750	316.019863
1024	78150	41.406250	19.650943	39.427198	325.060304
1280	94119	46.093750	18.381356	39.039115	322.303596
1536	111149	42.578125	21.376147	41.763322	320.316227
1792	126270	50.000000	18.132813	39.868565	322.216068
2048	141360	49.609375	17.244094	40.933536	323.509159
2304	155085	55.078125	15.780142	35.470732	320.150196
2560	169278	56.640625	21.331034	40.694097	314.575978
2816	181547	63.281250	17.709877	39.273576	321.147866
3072	193383	66.406250	19.035294	41.637857	321.035984
3328	204782	67.968750	18.385057	42.413694	317.157048
3584	213642	79.296875	17.536946	38.631397	318.182988
3840	223145	76.953125	18.289340	41.191872	318.344205
4096	233526	73.828125	19.476190	41.514410	315.420741
4352	243314	76.953125	19.736041	39.476745	317.688029
4608	252710	79.296875	20.177340	41.887207	317.817106
4864	261983	79.687500	19.965686	41.157152	319.134160
5120	271480	80.859375	22.207729	40.998774	315.854708
5376	281591	78.125000	22.555000	43.451781	312.854787
5632	290220	84.765625	21.792627	40.229387	315.703039
5888	298839	83.984375	21.018605	42.518677	316.507101
6144	308329	79.296875	20.640394	43.729708	318.540737
6400	317026	84.765625	22.105991	43.449498	315.833711
6656	326413	81.640625	22.425837	40.324366	318.442907
6912	334299	85.937500	19.481818	42.144027	313.256939
7168	341786	87.109375	18.775785	43.114341	314.217522
7424	350929	83.203125	22.737089	45.360561	317.242408
7680	358328	89.062500	20.171053	43.286396	314.011196
7936	366283	87.890625	21.577778	40.555799	315.161774
8192	374350	86.328125	20.665158	41.654464	315.222286
8448	381529	89.843750	19.908696	41.719994	317.807444
8704	388159	92.578125	19.957806	42.006189	315.592888
8960	395274	89.843750	19.630435	40.890079	312.632267
9216	401482	94.140625	19.535270	41.541300	314.682947
9472	408935	88.671875	20.057269	40.544570	313.428052
9728	415396	92.187500	18.902542	44.514910	312.011925
9984	422375	91.406250	20.423077	41.498435	314.734956
10240	428364	94.921875	19.296296	43.198810	313.486039
10496	434614	92.187500	18.008475	41.477834	314.920394
10752	440752	94.921875	19.909465	41.852139	315.094528
11008	447036	94.140625	19.850622	44.803051	313.419809
11264	453022	95.703125	19.942857	45.877477	312.258406
11520	459028	95.703125	20.024490	42.047764	312.936845
11776	465306	93.359375	19.154812	43.614516	313.278521
12032	470544	96.875000	17.895161	41.882697	312.313358
12288	476604	95.312500	19.918033	42.761149	314.525068
12544	482308	96.875000	19.774194	42.232776	306.929166
12800	487285	97.656250	17.508000	45.020321	309.415797
13056	492299	97.265625	17.325301	44.777426	312.675168
